,Outlook,Temperature,Humidity,Windy,Play-Golf
12510,Overcast,Cool,Normal,True,Yes
12511,Sunny,Cool,Normal,False,Yes
12512,Rainy,Hot,High,True,No
12513,Rainy,Mild,Normal,True,Yes
12514,Sunny,Mild,High,True,No
12515,Sunny,Cool,Normal,False,Yes
12516,Sunny,Cool,Normal,False,Yes
12517,Overcast,Cool,Normal,True,Yes
12518,Rainy,Mild,Normal,True,Yes
12519,Sunny,Cool,Normal,False,Yes
12520,Rainy,Hot,High,True,No
12521,Rainy,Hot,High,True,No
12522,Overcast,Cool,Normal,True,Yes
12523,Sunny,Mild,High,True,No
12524,Sunny,Mild,High,False,Yes
12525,Overcast,Hot,High,False,Yes
12526,Sunny,Mild,Normal,False,Yes
12527,Sunny,Mild,High,True,No
12528,Overcast,Hot,High,False,Yes
12529,Rainy,Hot,High,True,No
12530,Rainy,Hot,High,True,No
12531,Overcast,Cool,Normal,True,Yes
12532,Overcast,Hot,High,False,Yes
12533,Overcast,Hot,Normal,False,Yes
12534,Overcast,Cool,Normal,True,Yes
12535,Sunny,Mild,High,True,No
12536,Overcast,Hot,Normal,False,Yes
12537,Sunny,Mild,High,True,No
12538,Overcast,Hot,High,False,Yes
12539,Rainy,Mild,Normal,True,Yes
12540,Rainy,Hot,High,True,No
12541,Overcast,Mild,High,True,Yes
12542,Overcast,Mild,High,True,Yes
12543,Sunny,Mild,High,True,No
12544,Overcast,Cool,Normal,True,Yes
12545,Overcast,Hot,High,False,Yes
12546,Sunny,Cool,Normal,False,Yes
12547,Rainy,Hot,High,True,No
12548,Sunny,Cool,Normal,False,Yes
12549,Sunny,Mild,High,True,No
12550,Sunny,Mild,High,True,No
12551,Sunny,Mild,High,True,No
12552,Rainy,Hot,High,True,No
12553,Rainy,Mild,Normal,True,Yes
12554,Rainy,Hot,High,True,No
12555,Sunny,Mild,Normal,False,Yes
12556,Sunny,Mild,Normal,False,Yes
12557,Sunny,Cool,Normal,True,No
12558,Overcast,Hot,High,False,Yes
12559,Overcast,Hot,High,False,Yes
12560,Overcast,Hot,Normal,False,Yes
12561,Overcast,Hot,High,False,Yes
12562,Sunny,Cool,Normal,False,Yes
12563,Overcast,Hot,Normal,False,Yes
12564,Rainy,Hot,High,False,Yes
12565,Sunny,Mild,High,True,No
12566,Rainy,Hot,High,True,No
12567,Sunny,Mild,High,True,No
12568,Overcast,Cool,Normal,True,Yes
12569,Sunny,Mild,High,True,No
12570,Rainy,Mild,Normal,True,Yes
12571,Sunny,Mild,High,True,No
12572,Sunny,Cool,Normal,True,No
12573,Sunny,Mild,High,True,No
12574,Overcast,Hot,High,False,Yes
12575,Overcast,Hot,Normal,False,Yes
12576,Rainy,Mild,High,False,No
12577,Rainy,Hot,High,True,No
12578,Overcast,Hot,High,False,Yes
12579,Rainy,Hot,High,False,Yes
12580,Rainy,Hot,High,True,No
12581,Overcast,Hot,High,False,Yes
12582,Overcast,Hot,High,False,Yes
12583,Rainy,Hot,High,True,No
12584,Overcast,Hot,High,False,Yes
12585,Overcast,Hot,Normal,False,Yes
12586,Sunny,Mild,High,False,Yes
12587,Rainy,Hot,High,True,No
12588,Sunny,Mild,High,True,No
12589,Sunny,Cool,Normal,False,Yes
12590,Sunny,Cool,Normal,False,Yes
12591,Rainy,Hot,High,True,No
12592,Rainy,Hot,High,True,No
12593,Sunny,Cool,Normal,True,No
12594,Overcast,Cool,Normal,True,Yes
12595,Overcast,Cool,Normal,True,Yes
12596,Overcast,Hot,High,False,Yes
12597,Sunny,Mild,High,True,No
12598,Overcast,Hot,High,False,Yes
12599,Overcast,Cool,Normal,True,Yes
12600,Overcast,Mild,High,True,Yes
12601,Overcast,Hot,High,False,Yes
12602,Sunny,Cool,Normal,False,Yes
12603,Sunny,Mild,High,True,No
12604,Sunny,Cool,Normal,False,Yes
12605,Overcast,Hot,High,False,Yes
12606,Rainy,Hot,High,True,No
12607,Rainy,Mild,Normal,True,Yes
12608,Overcast,Cool,Normal,True,Yes
12609,Sunny,Mild,High,True,No
12610,Overcast,Hot,Normal,False,Yes
12611,Overcast,Cool,Normal,True,Yes
12612,Rainy,Hot,High,True,No
12613,Rainy,Hot,High,True,No
12614,Overcast,Hot,Normal,False,Yes
12615,Sunny,Mild,High,True,No
12616,Rainy,Hot,High,True,No
12617,Rainy,Hot,High,True,No
12618,Sunny,Cool,Normal,False,Yes
12619,Sunny,Cool,Normal,False,Yes
12620,Sunny,Mild,Normal,False,Yes
12621,Rainy,Cool,Normal,False,Yes
12622,Sunny,Mild,High,False,Yes
12623,Overcast,Hot,High,False,Yes
12624,Sunny,Mild,High,False,Yes
12625,Rainy,Mild,Normal,True,Yes
12626,Rainy,Hot,High,True,No
12627,Overcast,Hot,High,False,Yes
12628,Overcast,Hot,High,False,Yes
12629,Sunny,Mild,Normal,False,Yes
12630,Sunny,Cool,Normal,False,Yes
12631,Overcast,Hot,High,False,Yes
12632,Sunny,Mild,Normal,False,Yes
12633,Rainy,Hot,High,True,No
12634,Sunny,Mild,High,True,No
12635,Rainy,Mild,Normal,True,Yes
12636,Rainy,Mild,Normal,True,Yes
12637,Rainy,Hot,High,True,No
12638,Overcast,Cool,Normal,True,Yes
12639,Sunny,Cool,Normal,False,Yes
12640,Overcast,Hot,Normal,False,Yes
12641,Overcast,Hot,High,False,Yes
12642,Sunny,Cool,Normal,False,Yes
12643,Sunny,Cool,Normal,False,Yes
12644,Sunny,Cool,Normal,True,No
12645,Sunny,Mild,High,True,No
12646,Rainy,Hot,High,True,No
12647,Overcast,Hot,High,False,Yes
12648,Rainy,Hot,High,True,No
12649,Overcast,Mild,High,True,Yes
12650,Overcast,Hot,High,False,Yes
12651,Sunny,Mild,High,True,No
12652,Sunny,Cool,Normal,False,Yes
12653,Overcast,Cool,Normal,True,Yes
12654,Overcast,Hot,High,False,Yes
12655,Sunny,Cool,Normal,False,Yes
12656,Sunny,Cool,Normal,True,No
12657,Overcast,Mild,High,True,Yes
12658,Overcast,Hot,Normal,False,Yes
12659,Sunny,Mild,Normal,False,Yes
12660,Rainy,Mild,Normal,True,Yes
12661,Rainy,Hot,High,True,No
12662,Sunny,Cool,Normal,True,No
12663,Overcast,Hot,Normal,False,Yes
12664,Rainy,Hot,High,True,No
12665,Sunny,Mild,High,True,No
12666,Sunny,Cool,Normal,True,No
12667,Overcast,Hot,High,False,Yes
12668,Sunny,Mild,High,True,No
12669,Rainy,Hot,High,True,No
12670,Overcast,Hot,Normal,False,Yes
12671,Overcast,Hot,High,False,Yes
12672,Sunny,Cool,Normal,False,Yes
12673,Sunny,Cool,Normal,False,Yes
12674,Sunny,Mild,High,True,No
12675,Overcast,Hot,High,False,Yes
12676,Rainy,Cool,Normal,False,Yes
12677,Overcast,Hot,High,False,Yes
12678,Sunny,Mild,High,True,No
12679,Overcast,Hot,Normal,False,Yes
12680,Rainy,Hot,High,True,No
12681,Sunny,Cool,Normal,False,Yes
12682,Sunny,Mild,High,True,No
12683,Sunny,Mild,High,True,No
12684,Rainy,Mild,Normal,True,Yes
12685,Sunny,Mild,High,True,No
12686,Sunny,Mild,High,True,No
12687,Overcast,Cool,Normal,True,Yes
12688,Rainy,Mild,Normal,True,Yes
12689,Rainy,Mild,Normal,True,Yes
12690,Overcast,Cool,Normal,True,Yes
12691,Overcast,Hot,Normal,False,Yes
12692,Rainy,Cool,Normal,False,Yes
12693,Sunny,Mild,High,True,No
12694,Sunny,Mild,High,True,No
12695,Overcast,Hot,High,False,Yes
12696,Overcast,Mild,High,True,Yes
12697,Overcast,Hot,High,False,Yes
12698,Sunny,Mild,High,False,Yes
12699,Overcast,Hot,Normal,False,Yes
12700,Overcast,Cool,Normal,True,Yes
12701,Sunny,Mild,High,True,No
12702,Rainy,Hot,High,True,No
12703,Sunny,Cool,Normal,False,Yes
12704,Overcast,Cool,Normal,True,Yes
12705,Sunny,Mild,High,False,Yes
12706,Sunny,Cool,Normal,False,Yes
12707,Overcast,Hot,High,False,Yes
12708,Sunny,Mild,High,True,No
12709,Rainy,Hot,High,True,No
12710,Overcast,Hot,Normal,False,Yes
12711,Sunny,Mild,High,True,No
12712,Sunny,Cool,Normal,False,Yes
12713,Sunny,Cool,Normal,True,No
12714,Sunny,Mild,High,True,No
12715,Rainy,Hot,High,True,No
12716,Sunny,Mild,High,True,No
12717,Overcast,Hot,High,False,Yes
12718,Rainy,Mild,Normal,True,Yes
12719,Rainy,Hot,High,True,No
12720,Overcast,Hot,High,False,Yes
12721,Sunny,Cool,Normal,False,Yes
12722,Sunny,Cool,Normal,True,No
12723,Overcast,Hot,High,False,Yes
12724,Rainy,Mild,Normal,True,Yes
12725,Sunny,Mild,High,True,No
12726,Overcast,Hot,High,False,Yes
12727,Overcast,Cool,Normal,True,Yes
12728,Overcast,Hot,High,False,Yes
12729,Overcast,Hot,Normal,False,Yes
12730,Sunny,Cool,Normal,False,Yes
12731,Overcast,Hot,High,False,Yes
12732,Sunny,Cool,Normal,False,Yes
12733,Rainy,Cool,Normal,False,Yes
12734,Rainy,Hot,High,True,No
12735,Sunny,Cool,Normal,False,Yes
12736,Sunny,Mild,High,True,No
12737,Rainy,Hot,High,True,No
12738,Overcast,Hot,Normal,False,Yes
12739,Sunny,Cool,Normal,False,Yes
12740,Sunny,Mild,Normal,False,Yes
12741,Sunny,Cool,Normal,False,Yes
12742,Rainy,Hot,High,True,No
12743,Rainy,Mild,Normal,True,Yes
12744,Overcast,Hot,High,False,Yes
12745,Sunny,Cool,Normal,False,Yes
12746,Sunny,Mild,High,True,No
12747,Sunny,Mild,High,False,Yes
12748,Rainy,Hot,High,True,No
12749,Rainy,Mild,Normal,True,Yes
12750,Sunny,Cool,Normal,False,Yes
12751,Overcast,Hot,High,False,Yes
12752,Sunny,Mild,High,True,No
12753,Rainy,Hot,High,True,No
12754,Rainy,Hot,High,True,No
12755,Rainy,Hot,High,True,No
12756,Rainy,Mild,Normal,True,Yes
12757,Overcast,Hot,Normal,False,Yes
12758,Rainy,Mild,Normal,True,Yes
12759,Sunny,Mild,High,True,No
12760,Overcast,Hot,High,False,Yes
12761,Rainy,Hot,High,True,No
12762,Overcast,Cool,Normal,True,Yes
12763,Sunny,Cool,Normal,False,Yes
12764,Rainy,Hot,High,False,Yes
12765,Overcast,Hot,Normal,False,Yes
12766,Rainy,Mild,Normal,True,Yes
12767,Overcast,Cool,Normal,True,Yes
12768,Sunny,Cool,Normal,False,Yes
12769,Overcast,Hot,High,False,Yes
12770,Rainy,Mild,Normal,True,Yes
12771,Sunny,Cool,Normal,False,Yes
12772,Sunny,Mild,High,True,No
12773,Sunny,Cool,Normal,False,Yes
12774,Overcast,Cool,Normal,True,Yes
12775,Rainy,Hot,High,True,No
12776,Sunny,Cool,Normal,False,Yes
12777,Overcast,Hot,High,False,Yes
12778,Rainy,Hot,High,False,Yes
12779,Overcast,Hot,Normal,False,Yes
12780,Overcast,Cool,Normal,True,Yes
12781,Overcast,Hot,High,False,Yes
12782,Sunny,Mild,High,True,No
12783,Sunny,Cool,Normal,True,No
12784,Sunny,Mild,High,False,Yes
12785,Sunny,Cool,Normal,False,Yes
12786,Overcast,Hot,High,False,Yes
12787,Overcast,Cool,Normal,True,Yes
12788,Overcast,Cool,Normal,True,Yes
12789,Sunny,Mild,High,True,No
12790,Sunny,Cool,Normal,False,Yes
12791,Sunny,Mild,High,True,No
12792,Overcast,Mild,High,True,Yes
12793,Overcast,Hot,Normal,False,Yes
12794,Overcast,Hot,Normal,False,Yes
12795,Overcast,Hot,High,False,Yes
12796,Sunny,Cool,Normal,False,Yes
12797,Overcast,Hot,High,False,Yes
12798,Overcast,Hot,Normal,False,Yes
12799,Sunny,Mild,High,True,No
12800,Sunny,Mild,Normal,False,Yes
12801,Rainy,Hot,High,True,No
12802,Overcast,Cool,Normal,True,Yes
12803,Rainy,Cool,Normal,False,Yes
12804,Rainy,Hot,High,True,No
12805,Rainy,Hot,High,False,Yes
12806,Sunny,Mild,High,False,Yes
12807,Sunny,Cool,Normal,False,Yes
12808,Sunny,Mild,High,True,No
12809,Sunny,Cool,Normal,True,No
12810,Sunny,Mild,High,True,No
12811,Rainy,Hot,High,True,No
12812,Overcast,Hot,High,False,Yes
12813,Overcast,Hot,High,False,Yes
12814,Sunny,Mild,High,True,No
12815,Sunny,Cool,Normal,False,Yes
12816,Sunny,Mild,High,True,No
12817,Sunny,Mild,Normal,False,Yes
12818,Sunny,Cool,Normal,False,Yes
12819,Sunny,Mild,High,False,Yes
12820,Overcast,Hot,High,False,Yes
12821,Rainy,Hot,High,True,No
12822,Sunny,Mild,High,True,No
12823,Sunny,Mild,High,True,No
12824,Sunny,Cool,Normal,True,No
12825,Rainy,Hot,High,True,No
12826,Sunny,Cool,Normal,True,No
12827,Rainy,Hot,High,True,No
12828,Sunny,Mild,High,True,No
12829,Sunny,Cool,Normal,False,Yes
12830,Sunny,Mild,High,True,No
12831,Overcast,Hot,High,False,Yes
12832,Sunny,Mild,High,True,No
12833,Rainy,Hot,High,True,No
12834,Overcast,Cool,Normal,True,Yes
12835,Sunny,Cool,Normal,False,Yes
12836,Sunny,Mild,High,True,No
12837,Overcast,Cool,Normal,True,Yes
12838,Sunny,Mild,High,True,No
12839,Sunny,Cool,Normal,False,Yes
12840,Sunny,Mild,High,True,No
12841,Sunny,Mild,High,True,No
12842,Overcast,Hot,High,False,Yes
12843,Sunny,Cool,Normal,False,Yes
12844,Sunny,Cool,Normal,False,Yes
12845,Rainy,Mild,Normal,True,Yes
12846,Overcast,Hot,High,False,Yes
12847,Rainy,Mild,Normal,True,Yes
12848,Overcast,Cool,Normal,True,Yes
12849,Overcast,Cool,Normal,True,Yes
12850,Sunny,Cool,Normal,False,Yes
12851,Sunny,Mild,High,False,Yes
12852,Rainy,Cool,Normal,False,Yes
12853,Sunny,Mild,High,True,No
12854,Sunny,Mild,High,True,No
12855,Sunny,Cool,Normal,False,Yes
12856,Overcast,Hot,High,False,Yes
12857,Sunny,Mild,Normal,False,Yes
12858,Overcast,Hot,High,False,Yes
12859,Overcast,Mild,High,True,Yes
12860,Overcast,Hot,High,False,Yes
12861,Sunny,Mild,High,True,No
12862,Sunny,Cool,Normal,False,Yes
12863,Rainy,Hot,High,True,No
12864,Overcast,Hot,High,False,Yes
12865,Overcast,Hot,Normal,False,Yes
12866,Overcast,Cool,Normal,True,Yes
12867,Sunny,Mild,Normal,False,Yes
12868,Overcast,Hot,High,False,Yes
12869,Rainy,Mild,Normal,True,Yes
12870,Sunny,Cool,Normal,False,Yes
12871,Overcast,Cool,Normal,True,Yes
12872,Overcast,Hot,High,False,Yes
12873,Overcast,Cool,Normal,True,Yes
12874,Rainy,Hot,High,True,No
12875,Sunny,Cool,Normal,False,Yes
12876,Overcast,Cool,Normal,True,Yes
12877,Overcast,Cool,Normal,True,Yes
12878,Overcast,Mild,High,True,Yes
12879,Sunny,Mild,High,False,Yes
12880,Sunny,Mild,High,True,No
12881,Rainy,Hot,High,False,Yes
12882,Overcast,Hot,High,False,Yes
12883,Rainy,Mild,High,False,No
12884,Sunny,Mild,High,True,No
12885,Rainy,Hot,High,True,No
12886,Rainy,Hot,High,True,No
12887,Rainy,Hot,High,True,No
12888,Sunny,Mild,High,True,No
12889,Sunny,Mild,High,True,No
12890,Rainy,Hot,High,True,No
12891,Rainy,Hot,High,True,No
12892,Sunny,Mild,Normal,False,Yes
12893,Sunny,Mild,High,True,No
12894,Rainy,Mild,High,False,No
12895,Overcast,Hot,High,False,Yes
12896,Overcast,Hot,High,False,Yes
12897,Overcast,Hot,High,False,Yes
12898,Sunny,Mild,High,True,No
12899,Overcast,Hot,High,False,Yes
12900,Rainy,Mild,Normal,True,Yes
12901,Rainy,Hot,High,True,No
12902,Sunny,Cool,Normal,False,Yes
12903,Sunny,Mild,High,True,No
12904,Sunny,Cool,Normal,False,Yes
12905,Rainy,Mild,High,False,No
12906,Sunny,Mild,High,True,No
12907,Sunny,Mild,High,True,No
12908,Sunny,Mild,High,True,No
12909,Rainy,Hot,High,True,No
12910,Sunny,Cool,Normal,False,Yes
12911,Overcast,Cool,Normal,True,Yes
12912,Rainy,Hot,High,True,No
12913,Sunny,Cool,Normal,False,Yes
12914,Sunny,Cool,Normal,False,Yes
12915,Overcast,Hot,Normal,False,Yes
12916,Sunny,Mild,High,True,No
12917,Rainy,Hot,High,True,No
12918,Sunny,Mild,High,True,No
12919,Rainy,Hot,High,True,No
12920,Sunny,Mild,High,True,No
12921,Sunny,Cool,Normal,False,Yes
12922,Sunny,Cool,Normal,False,Yes
12923,Sunny,Cool,Normal,False,Yes
12924,Sunny,Cool,Normal,False,Yes
12925,Overcast,Hot,High,False,Yes
12926,Rainy,Hot,High,True,No
12927,Sunny,Cool,Normal,False,Yes
12928,Sunny,Cool,Normal,False,Yes
12929,Overcast,Cool,Normal,True,Yes
12930,Overcast,Hot,High,False,Yes
12931,Sunny,Mild,High,True,No
12932,Rainy,Hot,High,True,No
12933,Rainy,Hot,High,True,No
12934,Sunny,Mild,High,True,No
12935,Overcast,Hot,Normal,False,Yes
12936,Sunny,Mild,High,True,No
12937,Overcast,Cool,Normal,True,Yes
12938,Rainy,Hot,High,True,No
12939,Rainy,Hot,High,True,No
12940,Overcast,Hot,High,False,Yes
12941,Rainy,Hot,High,True,No
12942,Rainy,Hot,High,True,No
12943,Sunny,Cool,Normal,False,Yes
12944,Sunny,Cool,Normal,False,Yes
12945,Sunny,Mild,High,True,No
12946,Sunny,Mild,Normal,False,Yes
12947,Sunny,Mild,High,True,No
12948,Sunny,Cool,Normal,False,Yes
12949,Overcast,Cool,Normal,True,Yes
12950,Sunny,Mild,High,True,No
12951,Sunny,Mild,High,False,Yes
12952,Sunny,Mild,High,False,Yes
12953,Overcast,Hot,High,False,Yes
12954,Sunny,Cool,Normal,False,Yes
12955,Sunny,Cool,Normal,False,Yes
12956,Overcast,Hot,High,False,Yes
12957,Rainy,Hot,High,True,No
12958,Sunny,Cool,Normal,True,No
12959,Sunny,Mild,Normal,False,Yes
12960,Sunny,Mild,High,False,Yes
12961,Rainy,Hot,High,True,No
12962,Sunny,Cool,Normal,False,Yes
12963,Rainy,Mild,Normal,True,Yes
12964,Sunny,Mild,High,False,Yes
12965,Sunny,Cool,Normal,False,Yes
12966,Overcast,Cool,Normal,True,Yes
12967,Sunny,Mild,High,False,Yes
12968,Rainy,Mild,Normal,True,Yes
12969,Overcast,Cool,Normal,True,Yes
12970,Sunny,Mild,Normal,False,Yes
12971,Sunny,Cool,Normal,False,Yes
12972,Overcast,Hot,High,False,Yes
12973,Rainy,Hot,High,True,No
12974,Sunny,Mild,High,True,No
12975,Sunny,Cool,Normal,False,Yes
12976,Sunny,Mild,Normal,False,Yes
12977,Rainy,Hot,High,True,No
12978,Sunny,Mild,High,True,No
12979,Overcast,Hot,High,False,Yes
12980,Sunny,Cool,Normal,True,No
12981,Sunny,Cool,Normal,False,Yes
12982,Sunny,Mild,Normal,False,Yes
12983,Overcast,Hot,High,False,Yes
12984,Rainy,Hot,High,True,No
12985,Rainy,Hot,High,True,No
12986,Sunny,Mild,High,True,No
12987,Sunny,Cool,Normal,True,No
12988,Overcast,Hot,High,False,Yes
12989,Sunny,Cool,Normal,False,Yes
12990,Sunny,Mild,High,True,No
12991,Sunny,Cool,Normal,False,Yes
12992,Sunny,Cool,Normal,False,Yes
12993,Sunny,Cool,Normal,False,Yes
12994,Rainy,Cool,Normal,False,Yes
12995,Sunny,Mild,High,True,No
12996,Sunny,Cool,Normal,False,Yes
12997,Rainy,Hot,High,True,No
12998,Rainy,Hot,High,True,No
12999,Overcast,Hot,Normal,False,Yes
13000,Sunny,Mild,High,True,No
13001,Overcast,Hot,High,False,Yes
13002,Overcast,Hot,High,False,Yes
13003,Sunny,Mild,High,False,Yes
13004,Overcast,Hot,High,False,Yes
13005,Overcast,Mild,High,True,Yes
13006,Overcast,Hot,High,False,Yes
13007,Sunny,Mild,High,False,Yes
13008,Sunny,Cool,Normal,False,Yes
13009,Overcast,Hot,Normal,False,Yes
13010,Sunny,Cool,Normal,False,Yes
13011,Sunny,Cool,Normal,False,Yes
13012,Sunny,Mild,High,False,Yes
13013,Sunny,Mild,High,True,No
13014,Sunny,Mild,High,True,No
13015,Sunny,Mild,Normal,False,Yes
13016,Sunny,Mild,High,True,No
13017,Overcast,Cool,Normal,True,Yes
13018,Sunny,Mild,High,False,Yes
13019,Sunny,Mild,High,True,No
13020,Sunny,Cool,Normal,True,No
13021,Sunny,Mild,High,False,Yes
13022,Overcast,Hot,High,False,Yes
13023,Sunny,Mild,High,True,No
13024,Sunny,Mild,High,True,No
13025,Rainy,Mild,Normal,True,Yes
13026,Sunny,Mild,Normal,False,Yes
13027,Overcast,Hot,High,False,Yes
13028,Sunny,Cool,Normal,False,Yes
13029,Rainy,Cool,Normal,False,Yes
13030,Rainy,Hot,High,True,No
13031,Sunny,Mild,High,True,No
13032,Sunny,Mild,High,True,No
13033,Overcast,Cool,Normal,True,Yes
13034,Sunny,Mild,Normal,False,Yes
13035,Rainy,Hot,High,True,No
13036,Overcast,Cool,Normal,True,Yes
13037,Sunny,Mild,High,True,No
13038,Overcast,Hot,High,False,Yes
13039,Rainy,Cool,Normal,False,Yes
13040,Sunny,Mild,High,True,No
13041,Sunny,Mild,High,True,No
13042,Rainy,Hot,High,True,No
13043,Overcast,Hot,High,False,Yes
13044,Sunny,Cool,Normal,False,Yes
13045,Sunny,Mild,Normal,False,Yes
13046,Sunny,Cool,Normal,False,Yes
13047,Sunny,Cool,Normal,True,No
13048,Sunny,Mild,High,True,No
13049,Sunny,Mild,Normal,False,Yes
13050,Sunny,Mild,High,True,No
13051,Sunny,Mild,High,True,No
13052,Overcast,Cool,Normal,True,Yes
13053,Overcast,Hot,High,False,Yes
13054,Rainy,Hot,High,True,No
13055,Rainy,Hot,High,True,No
13056,Sunny,Mild,Normal,False,Yes
13057,Rainy,Hot,High,True,No
13058,Sunny,Mild,High,False,Yes
13059,Rainy,Hot,High,True,No
13060,Sunny,Mild,High,True,No
13061,Sunny,Cool,Normal,False,Yes
13062,Sunny,Mild,High,True,No
13063,Sunny,Mild,High,True,No
13064,Overcast,Mild,High,True,Yes
13065,Overcast,Hot,High,False,Yes
13066,Sunny,Cool,Normal,False,Yes
13067,Overcast,Hot,High,False,Yes
13068,Rainy,Hot,High,True,No
13069,Rainy,Hot,High,True,No
13070,Sunny,Mild,High,False,Yes
13071,Overcast,Mild,High,True,Yes
13072,Sunny,Cool,Normal,False,Yes
13073,Sunny,Mild,High,True,No
13074,Rainy,Mild,Normal,True,Yes
13075,Overcast,Hot,High,False,Yes
13076,Overcast,Hot,High,False,Yes
13077,Sunny,Cool,Normal,False,Yes
13078,Sunny,Mild,High,False,Yes
13079,Sunny,Mild,High,True,No
13080,Sunny,Mild,High,True,No
13081,Sunny,Mild,Normal,False,Yes
13082,Sunny,Mild,High,True,No
13083,Overcast,Cool,Normal,True,Yes
13084,Rainy,Hot,High,True,No
13085,Overcast,Cool,Normal,True,Yes
13086,Rainy,Mild,Normal,True,Yes
13087,Sunny,Cool,Normal,False,Yes
13088,Sunny,Mild,High,True,No
13089,Rainy,Hot,High,False,Yes
13090,Rainy,Hot,High,True,No
13091,Sunny,Mild,High,True,No
13092,Rainy,Hot,High,True,No
13093,Overcast,Hot,High,False,Yes
13094,Sunny,Mild,High,False,Yes
13095,Overcast,Cool,Normal,True,Yes
13096,Sunny,Mild,High,True,No
13097,Overcast,Cool,Normal,True,Yes
13098,Overcast,Hot,High,False,Yes
13099,Overcast,Hot,High,False,Yes
13100,Sunny,Mild,High,True,No
13101,Overcast,Hot,High,False,Yes
13102,Rainy,Hot,High,True,No
13103,Sunny,Cool,Normal,False,Yes
13104,Rainy,Mild,Normal,True,Yes
13105,Sunny,Cool,Normal,False,Yes
13106,Rainy,Mild,Normal,True,Yes
13107,Rainy,Hot,High,True,No
13108,Overcast,Hot,Normal,False,Yes
13109,Sunny,Mild,High,False,Yes
13110,Sunny,Cool,Normal,False,Yes
13111,Overcast,Hot,Normal,False,Yes
13112,Sunny,Cool,Normal,False,Yes
13113,Rainy,Hot,High,True,No
13114,Sunny,Mild,High,True,No
13115,Rainy,Hot,High,True,No
13116,Sunny,Cool,Normal,False,Yes
13117,Overcast,Hot,High,False,Yes
13118,Sunny,Cool,Normal,False,Yes
13119,Overcast,Cool,Normal,True,Yes
13120,Sunny,Cool,Normal,False,Yes
13121,Rainy,Hot,High,True,No
13122,Overcast,Hot,Normal,False,Yes
13123,Sunny,Mild,High,True,No
13124,Rainy,Cool,Normal,False,Yes
13125,Overcast,Hot,Normal,False,Yes
13126,Sunny,Mild,High,False,Yes
13127,Rainy,Hot,High,False,Yes
13128,Rainy,Hot,High,True,No
13129,Rainy,Hot,High,True,No
13130,Sunny,Cool,Normal,False,Yes
13131,Overcast,Cool,Normal,True,Yes
13132,Sunny,Mild,High,True,No
13133,Sunny,Mild,High,True,No
13134,Rainy,Hot,High,True,No
13135,Sunny,Mild,High,True,No
13136,Sunny,Mild,Normal,False,Yes
13137,Rainy,Hot,High,True,No
13138,Sunny,Mild,High,True,No
13139,Sunny,Mild,High,False,Yes
13140,Overcast,Cool,Normal,True,Yes
13141,Sunny,Mild,High,True,No
13142,Sunny,Mild,High,True,No
13143,Overcast,Hot,Normal,False,Yes
13144,Sunny,Cool,Normal,False,Yes
13145,Overcast,Hot,High,False,Yes
13146,Sunny,Cool,Normal,False,Yes
13147,Sunny,Cool,Normal,False,Yes
13148,Rainy,Hot,High,True,No
13149,Overcast,Hot,High,False,Yes
13150,Sunny,Cool,Normal,False,Yes
13151,Overcast,Hot,High,False,Yes
13152,Sunny,Cool,Normal,False,Yes
13153,Sunny,Mild,High,False,Yes
13154,Sunny,Cool,Normal,False,Yes
13155,Overcast,Hot,Normal,False,Yes
13156,Overcast,Cool,Normal,True,Yes
13157,Sunny,Mild,High,False,Yes
13158,Overcast,Cool,Normal,True,Yes
13159,Sunny,Mild,High,True,No
13160,Sunny,Cool,Normal,False,Yes
13161,Sunny,Cool,Normal,False,Yes
13162,Overcast,Cool,Normal,True,Yes
13163,Sunny,Mild,Normal,False,Yes
13164,Rainy,Hot,High,True,No
13165,Overcast,Hot,High,False,Yes
13166,Overcast,Hot,High,False,Yes
13167,Overcast,Hot,Normal,False,Yes
13168,Rainy,Mild,Normal,True,Yes
13169,Rainy,Hot,High,True,No
13170,Overcast,Hot,Normal,False,Yes
13171,Overcast,Hot,High,False,Yes
13172,Rainy,Hot,High,True,No
13173,Rainy,Cool,Normal,False,Yes
13174,Sunny,Cool,Normal,False,Yes
13175,Sunny,Cool,Normal,True,No
13176,Rainy,Hot,High,True,No
13177,Overcast,Cool,Normal,True,Yes
13178,Sunny,Cool,Normal,False,Yes
13179,Sunny,Mild,High,True,No
13180,Rainy,Mild,Normal,True,Yes
13181,Sunny,Mild,Normal,False,Yes
13182,Sunny,Cool,Normal,False,Yes
13183,Rainy,Hot,High,False,Yes
13184,Sunny,Mild,High,False,Yes
13185,Sunny,Mild,High,True,No
13186,Sunny,Mild,High,False,Yes
13187,Sunny,Cool,Normal,False,Yes
13188,Sunny,Mild,High,True,No
13189,Sunny,Mild,High,True,No
13190,Sunny,Cool,Normal,False,Yes
13191,Overcast,Hot,Normal,False,Yes
13192,Sunny,Mild,High,True,No
13193,Rainy,Mild,Normal,True,Yes
13194,Overcast,Hot,High,False,Yes
13195,Overcast,Mild,High,True,Yes
13196,Rainy,Mild,Normal,True,Yes
13197,Sunny,Cool,Normal,False,Yes
13198,Overcast,Cool,Normal,True,Yes
13199,Overcast,Hot,Normal,False,Yes
13200,Sunny,Cool,Normal,False,Yes
13201,Rainy,Cool,Normal,False,Yes
13202,Sunny,Cool,Normal,False,Yes
